PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,Was Waitlisted
PNR0000011105,41748,2055-01-27,3AC,Premium Tatkal,LTT,JU,2054-05-28,Confirmed,1,Senior Citizen,IRCTC Website,294,15,6,Superfast,378,Senior Citizen,No,0,Confirmed,False
PNR0000011106,99452,2055-01-28,1AC,Premium Tatkal,SBC,SBC,2054-05-29,Waitlisted,2,Child,IRCTC Website,1597,17,21,Express,89,No Special Consideration,No,13,Not Confirmed,True
PNR0000011107,94612,2055-01-29,Sleeper,General,LKO,MMCT,2054-05-30,Waitlisted,4,Senior Citizen,Mobile App,493,13,43,Rajdhani,299,No Special Consideration,No,39,Not Confirmed,True
PNR0000011108,78012,2055-01-30,Sleeper,Ladies,LTT,ASR,2054-05-31,Waitlisted,4,Senior Citizen,Mobile App,412,11,44,Shatabdi,125,No Special Consideration,No,178,Not Confirmed,True
PNR0000011109,71566,2055-01-31,Sleeper,Premium Tatkal,SC,NJP,2054-06-01,Confirmed,3,Adult,Counter,794,14,27,Shatabdi,120,No Special Consideration,No,0,Confirmed,False
PNR0000011110,99548,2055-02-01,3AC,General,PNBE,KOAA,2054-06-02,RAC,3,Senior Citizen,IRCTC Website,208,2,23,Rajdhani,467,No Special Consideration,No,0,Confirmed,False
PNR0000011111,77388,2055-02-02,3AC,Ladies,UMB,JP,2054-06-03,RAC,4,Adult,Counter,1441,10,9,Rajdhani,296,Defense Quota,No,0,Confirmed,False
PNR0000011112,82193,2055-02-03,2AC,Tatkal,JP,JU,2054-06-04,Confirmed,4,Child,Mobile App,1317,5,29,Rajdhani,91,No Special Consideration,No,0,Confirmed,False
PNR0000011113,51452,2055-02-04,Sleeper,Tatkal,BCT,NDLS,2054-06-05,Confirmed,4,Child,Counter,380,16,33,Shatabdi,201,Defense Quota,No,0,Confirmed,False
PNR0000011114,27216,2055-02-05,1AC,Ladies,CSMT,MAS,2054-06-06,RAC,1,Senior Citizen,IRCTC Website,1776,9,22,Shatabdi,413,Defense Quota,Yes,0,Confirmed,False
PNR0000011115,30840,2055-02-06,3AC,Premium Tatkal,UMB,PNBE,2054-06-07,Confirmed,4,Child,Counter,89,16,33,Shatabdi,342,Defense Quota,Yes,0,Confirmed,False
PNR0000011116,79110,2055-02-07,Sleeper,Ladies,ADI,ASR,2054-06-08,Confirmed,5,Adult,Counter,1741,15,13,Shatabdi,285,No Special Consideration,Yes,0,Confirmed,False
PNR0000011117,40870,2055-02-08,3AC,Tatkal,NDLS,BBS,2054-06-09,Waitlisted,1,Senior Citizen,Counter,327,6,47,Superfast,449,Senior Citizen,Yes,51,Not Confirmed,True
PNR0000011118,69714,2055-02-09,2AC,Tatkal,LTT,BBS,2054-06-10,Confirmed,3,Adult,Mobile App,330,3,46,Shatabdi,236,Senior Citizen,Yes,0,Confirmed,False
PNR0000011119,67187,2055-02-10,1AC,Ladies,JP,KOAA,2054-06-11,RAC,4,Child,Mobile App,769,17,36,Superfast,103,No Special Consideration,No,0,Confirmed,False
PNR0000011120,53464,2055-02-11,1AC,Tatkal,ADI,MMCT,2054-06-12,Confirmed,3,Adult,Mobile App,1478,3,31,Superfast,344,Senior Citizen,No,0,Confirmed,False
PNR0000011121,97118,2055-02-12,2AC,General,JU,BCT,2054-06-13,RAC,2,Senior Citizen,Counter,155,17,23,Superfast,287,Defense Quota,Yes,0,Confirmed,False
PNR0000011122,73289,2055-02-13,3AC,Tatkal,MAS,PNBE,2054-06-14,Confirmed,4,Child,Counter,1218,18,38,Rajdhani,96,No Special Consideration,No,0,Confirmed,False
PNR0000011123,73173,2055-02-14,1AC,General,JP,JP,2054-06-15,Confirmed,3,Adult,Counter,1118,6,31,Superfast,286,Senior Citizen,No,0,Confirmed,False
PNR0000011124,36115,2055-02-15,2AC,Tatkal,GKP,JHS,2054-06-16,Waitlisted,4,Adult,IRCTC Website,1330,11,35,Express,227,Senior Citizen,Yes,16,Not Confirmed,True
PNR0000011125,58360,2055-02-16,3AC,Ladies,BSB,SBC,2054-06-17,Confirmed,2,Senior Citizen,Mobile App,361,3,29,Express,219,No Special Consideration,Yes,0,Confirmed,False
PNR0000011126,63714,2055-02-17,Sleeper,Premium Tatkal,CSMT,JHS,2054-06-18,Confirmed,3,Adult,Mobile App,810,9,23,Superfast,209,Senior Citizen,No,0,Confirmed,False
PNR0000011127,45215,2055-02-18,3AC,Ladies,PNBE,GKP,2054-06-19,Confirmed,5,Child,Mobile App,532,13,33,Rajdhani,63,Senior Citizen,Yes,0,Confirmed,False
PNR0000011128,40944,2055-02-19,Sleeper,Premium Tatkal,GKP,GKP,2054-06-20,Waitlisted,2,Child,IRCTC Website,930,19,38,Superfast,402,Senior Citizen,Yes,131,Not Confirmed,True
PNR0000011129,55077,2055-02-20,1AC,General,NDLS,JP,2054-06-21,RAC,3,Adult,Counter,665,16,24,Superfast,178,Defense Quota,Yes,0,Confirmed,False
PNR0000011130,55224,2055-02-21,1AC,Tatkal,BBS,SC,2054-06-22,RAC,2,Adult,IRCTC Website,1882,3,17,Express,272,Defense Quota,Yes,0,Confirmed,False
PNR0000011131,75593,2055-02-22,1AC,Premium Tatkal,GKP,PNBE,2054-06-23,RAC,5,Senior Citizen,Mobile App,245,11,38,Express,227,Senior Citizen,No,0,Confirmed,False
PNR0000011132,48851,2055-02-23,1AC,Tatkal,BCT,JHS,2054-06-24,RAC,5,Senior Citizen,Mobile App,490,18,5,Shatabdi,165,Senior Citizen,No,0,Confirmed,False
PNR0000011133,56139,2055-02-24,1AC,Ladies,HWH,CSMT,2054-06-25,Confirmed,4,Adult,Mobile App,704,7,25,Rajdhani,425,No Special Consideration,No,0,Confirmed,False
PNR0000011134,42760,2055-02-25,2AC,Tatkal,JHS,CNB,2054-06-26,RAC,1,Senior Citizen,Mobile App,700,12,22,Express,439,Senior Citizen,No,0,Confirmed,False
PNR0000011135,70017,2055-02-26,1AC,Premium Tatkal,KOAA,HWH,2054-06-27,Waitlisted,1,Child,IRCTC Website,1098,4,13,Shatabdi,185,Defense Quota,Yes,54,Not Confirmed,True
PNR0000011136,52573,2055-02-27,1AC,Ladies,MMCT,JP,2054-06-28,Confirmed,1,Senior Citizen,Counter,986,4,14,Rajdhani,103,No Special Consideration,Yes,0,Confirmed,False
PNR0000011137,82400,2055-02-28,1AC,Ladies,JHS,MMCT,2054-06-29,Confirmed,1,Senior Citizen,Counter,1747,8,46,Superfast,183,No Special Consideration,Yes,0,Confirmed,False
PNR0000011138,32402,2055-03-01,3AC,Tatkal,GKP,GKP,2054-06-30,Waitlisted,2,Child,Counter,911,9,33,Shatabdi,329,No Special Consideration,Yes,158,Not Confirmed,True
PNR0000011139,41834,2055-03-02,2AC,General,ADI,SC,2054-07-01,RAC,1,Senior Citizen,Counter,1380,2,26,Shatabdi,165,Defense Quota,No,0,Confirmed,False
PNR0000011140,48961,2055-03-03,Sleeper,Ladies,BSB,CNB,2054-07-02,Waitlisted,1,Adult,Mobile App,1151,16,16,Superfast,242,Defense Quota,Yes,43,Not Confirmed,True
PNR0000011141,27001,2055-03-04,Sleeper,Premium Tatkal,CNB,ASR,2054-07-03,Confirmed,3,Adult,Mobile App,487,7,14,Superfast,230,Senior Citizen,Yes,0,Confirmed,False
PNR0000011142,69609,2055-03-05,1AC,Premium Tatkal,NJP,BCT,2054-07-04,RAC,4,Adult,Mobile App,1711,18,20,Express,172,Senior Citizen,No,0,Confirmed,False
PNR0000011143,15538,2055-03-06,3AC,Tatkal,BBS,CNB,2054-07-05,Confirmed,3,Adult,Mobile App,256,8,25,Express,131,Defense Quota,Yes,0,Confirmed,False
PNR0000011144,76177,2055-03-07,3AC,General,JP,JU,2054-07-06,Waitlisted,1,Senior Citizen,Counter,1749,5,38,Superfast,336,No Special Consideration,No,21,Not Confirmed,True
PNR0000011145,49025,2055-03-08,3AC,Ladies,NDLS,NJP,2054-07-07,Confirmed,3,Senior Citizen,Counter,1643,5,35,Express,453,No Special Consideration,Yes,0,Confirmed,False
PNR0000011146,79163,2055-03-09,Sleeper,Premium Tatkal,LKO,NDLS,2054-07-08,Confirmed,5,Adult,Counter,1712,2,46,Express,110,Defense Quota,Yes,0,Confirmed,False
PNR0000011147,71041,2055-03-10,3AC,General,LTT,CNB,2054-07-09,Waitlisted,4,Child,Mobile App,1121,14,4,Superfast,385,No Special Consideration,Yes,158,Not Confirmed,True
PNR0000011148,35982,2055-03-11,3AC,Tatkal,ASR,JHS,2054-07-10,Waitlisted,2,Child,Mobile App,150,13,33,Express,43,No Special Consideration,No,2,Not Confirmed,True
PNR0000011149,52594,2055-03-12,3AC,Tatkal,KOAA,BCT,2054-07-11,Waitlisted,3,Adult,Counter,563,11,39,Superfast,109,Defense Quota,Yes,195,Not Confirmed,True
PNR0000011150,61224,2055-03-13,2AC,General,KOAA,KOAA,2054-07-12,Waitlisted,2,Child,Mobile App,809,3,13,Shatabdi,438,No Special Consideration,Yes,25,Not Confirmed,True
PNR0000011151,43938,2055-03-14,2AC,Premium Tatkal,BBS,JHS,2054-07-13,Confirmed,4,Adult,IRCTC Website,830,13,39,Express,350,No Special Consideration,Yes,0,Confirmed,False
PNR0000011152,76136,2055-03-15,1AC,Premium Tatkal,NJP,CSMT,2054-07-14,Waitlisted,5,Child,IRCTC Website,830,3,32,Shatabdi,410,Defense Quota,Yes,60,Not Confirmed,True
PNR0000011153,36508,2055-03-16,2AC,Ladies,JU,CSMT,2054-07-15,Confirmed,3,Senior Citizen,IRCTC Website,1967,14,35,Rajdhani,451,Senior Citizen,Yes,0,Confirmed,False
PNR0000011154,23180,2055-03-17,2AC,Tatkal,NJP,CNB,2054-07-16,Confirmed,4,Child,IRCTC Website,1770,5,32,Superfast,34,Senior Citizen,No,0,Confirmed,False
PNR0000011155,30770,2055-03-18,3AC,Tatkal,PNBE,SBC,2054-07-17,Waitlisted,2,Child,IRCTC Website,1225,11,14,Rajdhani,187,Defense Quota,No,23,Not Confirmed,True
PNR0000011156,52066,2055-03-19,3AC,General,MAS,JHS,2054-07-18,Confirmed,2,Child,Counter,1665,18,10,Rajdhani,168,Senior Citizen,Yes,0,Confirmed,False
PNR0000011157,82267,2055-03-20,1AC,Premium Tatkal,MMCT,PNBE,2054-07-19,Confirmed,3,Child,IRCTC Website,980,17,41,Superfast,307,Defense Quota,No,0,Confirmed,False
PNR0000011158,45388,2055-03-21,1AC,Ladies,NJP,NJP,2054-07-20,Waitlisted,3,Adult,Mobile App,1912,9,24,Shatabdi,476,No Special Consideration,Yes,52,Not Confirmed,True
PNR0000011159,99277,2055-03-22,3AC,Premium Tatkal,LTT,BSB,2054-07-21,RAC,2,Child,Mobile App,634,13,25,Shatabdi,221,Defense Quota,No,0,Confirmed,False
PNR0000011160,56267,2055-03-23,2AC,Ladies,CNB,SBC,2054-07-22,RAC,2,Child,Counter,1208,9,8,Express,157,Senior Citizen,No,0,Confirmed,False
PNR0000011161,46250,2055-03-24,2AC,Ladies,MAS,CSMT,2054-07-23,Confirmed,4,Adult,Counter,1689,6,15,Shatabdi,396,Senior Citizen,No,0,Confirmed,False
PNR0000011162,56400,2055-03-25,2AC,General,KOAA,BSB,2054-07-24,Confirmed,5,Child,Mobile App,847,3,16,Express,161,No Special Consideration,No,0,Confirmed,False
PNR0000011163,10876,2055-03-26,Sleeper,Tatkal,BCT,MAS,2054-07-25,RAC,4,Adult,IRCTC Website,1369,18,40,Shatabdi,168,No Special Consideration,Yes,0,Confirmed,False
PNR0000011164,71874,2055-03-27,3AC,Tatkal,BBS,BSB,2054-07-26,RAC,3,Senior Citizen,IRCTC Website,1492,10,42,Express,174,No Special Consideration,No,0,Confirmed,False
PNR0000011165,83228,2055-03-28,1AC,Ladies,ASR,JHS,2054-07-27,Confirmed,4,Adult,IRCTC Website,1184,15,23,Rajdhani,241,Defense Quota,Yes,0,Confirmed,False
PNR0000011166,83511,2055-03-29,2AC,Tatkal,JU,JHS,2054-07-28,Confirmed,3,Senior Citizen,Counter,365,15,3,Superfast,404,No Special Consideration,No,0,Confirmed,False
PNR0000011167,91919,2055-03-30,3AC,Tatkal,SBC,SC,2054-07-29,Confirmed,2,Adult,Counter,851,18,22,Rajdhani,473,No Special Consideration,No,0,Confirmed,False
PNR0000011168,94146,2055-03-31,Sleeper,Ladies,MMCT,NDLS,2054-07-30,RAC,5,Senior Citizen,Mobile App,1389,12,16,Superfast,288,Defense Quota,No,0,Confirmed,False
PNR0000011169,75374,2055-04-01,3AC,General,ASR,BCT,2054-07-31,Confirmed,3,Child,Mobile App,581,13,22,Rajdhani,313,Senior Citizen,Yes,0,Confirmed,False
PNR0000011170,75739,2055-04-02,3AC,Premium Tatkal,ASR,JP,2054-08-01,Confirmed,2,Child,IRCTC Website,191,3,11,Express,277,Senior Citizen,No,0,Confirmed,False
PNR0000011171,21052,2055-04-03,3AC,Tatkal,ASR,KOAA,2054-08-02,Confirmed,3,Adult,IRCTC Website,96,8,32,Rajdhani,114,No Special Consideration,No,0,Confirmed,False
PNR0000011172,12525,2055-04-04,Sleeper,Tatkal,LKO,BBS,2054-08-03,Confirmed,1,Child,IRCTC Website,554,11,30,Superfast,35,No Special Consideration,No,0,Confirmed,False
PNR0000011173,64265,2055-04-05,1AC,Ladies,PNBE,GKP,2054-08-04,Confirmed,2,Senior Citizen,Counter,1857,7,24,Rajdhani,176,Defense Quota,Yes,0,Confirmed,False
PNR0000011174,85848,2055-04-06,1AC,Tatkal,KOAA,PNBE,2054-08-05,RAC,3,Adult,Counter,801,16,47,Express,35,Senior Citizen,No,0,Confirmed,False
PNR0000011175,79126,2055-04-07,3AC,Ladies,LTT,PNBE,2054-08-06,Confirmed,3,Senior Citizen,Mobile App,1399,18,18,Shatabdi,322,Defense Quota,No,0,Confirmed,False
PNR0000011176,39546,2055-04-08,Sleeper,General,BBS,MMCT,2054-08-07,Waitlisted,1,Senior Citizen,Mobile App,405,4,31,Express,27,Senior Citizen,Yes,107,Not Confirmed,True
PNR0000011177,80689,2055-04-09,2AC,General,CNB,ADI,2054-08-08,Waitlisted,3,Child,Mobile App,1005,3,8,Express,460,Defense Quota,No,75,Not Confirmed,True
PNR0000011178,52178,2055-04-10,1AC,Tatkal,JHS,PNBE,2054-08-09,Confirmed,2,Senior Citizen,Mobile App,1067,4,15,Express,490,Senior Citizen,Yes,0,Confirmed,False
PNR0000011179,41623,2055-04-11,Sleeper,General,ADI,PNBE,2054-08-10,Waitlisted,2,Child,IRCTC Website,1437,6,31,Shatabdi,480,Defense Quota,No,100,Not Confirmed,True
PNR0000011180,95231,2055-04-12,3AC,General,JP,HWH,2054-08-11,Confirmed,2,Child,IRCTC Website,1224,14,22,Rajdhani,355,Defense Quota,Yes,0,Confirmed,False
PNR0000011181,82247,2055-04-13,2AC,General,NDLS,JHS,2054-08-12,RAC,1,Senior Citizen,Counter,1535,7,6,Superfast,425,Senior Citizen,Yes,0,Confirmed,False
PNR0000011182,99739,2055-04-14,2AC,Ladies,CSMT,JP,2054-08-13,RAC,3,Senior Citizen,Counter,905,4,45,Express,398,Defense Quota,No,0,Confirmed,False
PNR0000011183,71081,2055-04-15,3AC,General,CNB,BCT,2054-08-14,Waitlisted,5,Senior Citizen,IRCTC Website,1528,17,7,Superfast,494,No Special Consideration,No,37,Not Confirmed,True
PNR0000011184,28491,2055-04-16,Sleeper,Premium Tatkal,PNBE,CNB,2054-08-15,RAC,3,Adult,Counter,427,6,28,Superfast,288,No Special Consideration,No,0,Confirmed,False
PNR0000011185,35250,2055-04-17,2AC,Premium Tatkal,ADI,NDLS,2054-08-16,Confirmed,1,Adult,Counter,1224,10,4,Express,91,Senior Citizen,No,0,Confirmed,False
PNR0000011186,68395,2055-04-18,2AC,General,UMB,PNBE,2054-08-17,RAC,4,Child,Mobile App,815,9,21,Express,111,No Special Consideration,No,0,Confirmed,False
PNR0000011187,81000,2055-04-19,2AC,Ladies,JU,MAS,2054-08-18,Confirmed,2,Child,Counter,1458,2,46,Express,83,Senior Citizen,Yes,0,Confirmed,False
PNR0000011188,86930,2055-04-20,Sleeper,Ladies,HWH,SC,2054-08-19,Confirmed,2,Senior Citizen,Counter,150,17,24,Superfast,108,No Special Consideration,Yes,0,Confirmed,False
PNR0000011189,53142,2055-04-21,3AC,Tatkal,CNB,CSMT,2054-08-20,Waitlisted,3,Adult,Mobile App,1476,11,27,Express,493,Senior Citizen,Yes,167,Not Confirmed,True
PNR0000011190,92153,2055-04-22,1AC,General,SC,GKP,2054-08-21,Confirmed,3,Adult,Mobile App,308,12,6,Rajdhani,54,No Special Consideration,No,0,Confirmed,False
PNR0000011191,43346,2055-04-23,1AC,General,HWH,UMB,2054-08-22,Confirmed,4,Child,Mobile App,1916,10,39,Superfast,263,Senior Citizen,Yes,0,Confirmed,False
PNR0000011192,86867,2055-04-24,3AC,General,JU,NJP,2054-08-23,RAC,5,Adult,Counter,1762,9,41,Shatabdi,258,Defense Quota,No,0,Confirmed,False
PNR0000011193,29688,2055-04-25,Sleeper,Tatkal,MMCT,ADI,2054-08-24,Confirmed,2,Child,Counter,679,11,17,Express,269,Senior Citizen,Yes,0,Confirmed,False
PNR0000011194,52311,2055-04-26,3AC,General,MMCT,BCT,2054-08-25,Confirmed,2,Adult,IRCTC Website,581,11,18,Rajdhani,343,Senior Citizen,No,0,Confirmed,False
PNR0000011195,53144,2055-04-27,3AC,Premium Tatkal,JU,BBS,2054-08-26,Waitlisted,3,Adult,IRCTC Website,1934,16,9,Rajdhani,340,Defense Quota,No,67,Not Confirmed,True
PNR0000011196,94331,2055-04-28,2AC,Premium Tatkal,PNBE,SC,2054-08-27,RAC,5,Adult,IRCTC Website,951,6,23,Superfast,444,Senior Citizen,Yes,0,Confirmed,False
PNR0000011197,65386,2055-04-29,2AC,General,LKO,MMCT,2054-08-28,RAC,2,Adult,IRCTC Website,600,13,18,Superfast,51,No Special Consideration,No,0,Confirmed,False
PNR0000011198,14407,2055-04-30,3AC,General,CNB,BSB,2054-08-29,Confirmed,3,Adult,Mobile App,1157,11,42,Express,156,Senior Citizen,Yes,0,Confirmed,False
PNR0000011199,20616,2055-05-01,3AC,General,CNB,CSMT,2054-08-30,Confirmed,2,Child,Counter,309,2,2,Superfast,30,No Special Consideration,Yes,0,Confirmed,False
PNR0000011200,90248,2055-05-02,Sleeper,Premium Tatkal,JHS,MAS,2054-08-31,RAC,3,Senior Citizen,Counter,514,12,30,Express,16,No Special Consideration,Yes,0,Confirmed,False
PNR0000011201,86663,2055-05-03,3AC,General,BSB,CNB,2054-09-01,Waitlisted,5,Adult,IRCTC Website,1029,11,21,Superfast,157,Senior Citizen,Yes,61,Not Confirmed,True
PNR0000011202,98369,2055-05-04,Sleeper,Premium Tatkal,JU,KOAA,2054-09-02,Confirmed,1,Senior Citizen,IRCTC Website,1336,16,16,Shatabdi,276,No Special Consideration,No,0,Confirmed,False
PNR0000011203,35753,2055-05-05,3AC,Tatkal,JU,SBC,2054-09-03,Waitlisted,2,Child,IRCTC Website,1471,3,33,Express,35,No Special Consideration,Yes,91,Not Confirmed,True
PNR0000011204,49652,2055-05-06,Sleeper,Tatkal,SC,LTT,2054-09-04,RAC,1,Adult,Counter,1409,5,27,Superfast,122,No Special Consideration,Yes,0,Confirmed,False
PNR0000011205,55284,2055-05-07,3AC,Ladies,MAS,LTT,2054-09-05,Waitlisted,5,Senior Citizen,Counter,647,15,10,Shatabdi,436,Senior Citizen,No,62,Not Confirmed,True
PNR0000011206,25160,2055-05-08,1AC,Ladies,ASR,UMB,2054-09-06,Waitlisted,5,Adult,Counter,840,5,29,Rajdhani,116,Defense Quota,Yes,90,Not Confirmed,True
PNR0000011207,16005,2055-05-09,Sleeper,Tatkal,LTT,JU,2054-09-07,Waitlisted,1,Child,IRCTC Website,1403,10,46,Shatabdi,458,No Special Consideration,Yes,139,Not Confirmed,True
PNR0000011208,89703,2055-05-10,Sleeper,General,NJP,JU,2054-09-08,Confirmed,2,Child,Mobile App,509,19,18,Rajdhani,390,Defense Quota,Yes,0,Confirmed,False
PNR0000011209,11658,2055-05-11,2AC,Premium Tatkal,SBC,LTT,2054-09-09,Waitlisted,3,Child,Mobile App,1832,8,30,Express,330,Senior Citizen,Yes,92,Not Confirmed,True
PNR0000011210,23426,2055-05-12,Sleeper,General,NDLS,HWH,2054-09-10,Confirmed,2,Child,Mobile App,471,17,37,Shatabdi,419,Senior Citizen,Yes,0,Confirmed,False
PNR0000011211,42071,2055-05-13,3AC,Tatkal,SC,ADI,2054-09-11,Waitlisted,5,Adult,Mobile App,1977,14,38,Shatabdi,2,No Special Consideration,No,101,Not Confirmed,True
PNR0000011212,24757,2055-05-14,1AC,Premium Tatkal,SBC,KOAA,2054-09-12,RAC,5,Child,Counter,597,14,37,Express,141,No Special Consideration,No,0,Confirmed,False
PNR0000011213,75510,2055-05-15,Sleeper,Premium Tatkal,LKO,ADI,2054-09-13,Waitlisted,3,Child,IRCTC Website,123,5,26,Shatabdi,385,Defense Quota,Yes,88,Not Confirmed,True
PNR0000011214,30845,2055-05-16,2AC,Tatkal,JU,SBC,2054-09-14,Waitlisted,3,Senior Citizen,Counter,620,7,28,Rajdhani,304,No Special Consideration,No,23,Not Confirmed,True
PNR0000011215,64065,2055-05-17,3AC,Ladies,LKO,BCT,2054-09-15,RAC,1,Adult,Mobile App,1219,18,43,Superfast,203,Defense Quota,Yes,0,Confirmed,False
PNR0000011216,57814,2055-05-18,1AC,General,PNBE,MAS,2054-09-16,RAC,2,Adult,IRCTC Website,1171,14,33,Rajdhani,143,Defense Quota,Yes,0,Confirmed,False
PNR0000011217,46857,2055-05-19,2AC,Premium Tatkal,CSMT,CNB,2054-09-17,Waitlisted,5,Child,Counter,407,18,16,Shatabdi,151,Defense Quota,Yes,26,Not Confirmed,True
PNR0000011218,18390,2055-05-20,1AC,Tatkal,ASR,JHS,2054-09-18,Waitlisted,1,Adult,IRCTC Website,1772,5,14,Shatabdi,350,No Special Consideration,No,50,Not Confirmed,True
PNR0000011219,11504,2055-05-21,1AC,Premium Tatkal,ASR,JP,2054-09-19,Confirmed,1,Adult,IRCTC Website,1931,12,40,Rajdhani,411,No Special Consideration,No,0,Confirmed,False
PNR0000011220,19835,2055-05-22,Sleeper,General,HWH,MAS,2054-09-20,RAC,2,Child,IRCTC Website,1543,8,13,Shatabdi,479,Senior Citizen,No,0,Confirmed,False
PNR0000011221,71145,2055-05-23,2AC,General,CNB,MAS,2054-09-21,RAC,4,Child,Mobile App,1149,2,28,Superfast,140,No Special Consideration,Yes,0,Confirmed,False
PNR0000011222,80622,2055-05-24,Sleeper,General,MAS,PNBE,2054-09-22,RAC,2,Adult,Mobile App,1824,9,38,Express,44,No Special Consideration,Yes,0,Confirmed,False
PNR0000011223,81745,2055-05-25,3AC,Tatkal,GKP,CSMT,2054-09-23,RAC,4,Adult,Mobile App,624,8,25,Rajdhani,155,Defense Quota,Yes,0,Confirmed,False
PNR0000011224,14566,2055-05-26,3AC,Ladies,ASR,LKO,2054-09-24,Confirmed,4,Child,IRCTC Website,1080,10,33,Shatabdi,332,Senior Citizen,No,0,Confirmed,False
PNR0000011225,37558,2055-05-27,1AC,Premium Tatkal,PNBE,ADI,2054-09-25,RAC,4,Child,IRCTC Website,1242,3,5,Shatabdi,67,No Special Consideration,Yes,0,Confirmed,False
PNR0000011226,70141,2055-05-28,1AC,Premium Tatkal,KOAA,BCT,2054-09-26,RAC,2,Adult,IRCTC Website,776,17,12,Express,4,Defense Quota,No,0,Confirmed,False
PNR0000011227,87512,2055-05-29,Sleeper,General,BCT,MAS,2054-09-27,Waitlisted,5,Child,Mobile App,1045,2,13,Express,455,No Special Consideration,No,31,Not Confirmed,True
PNR0000011228,20900,2055-05-30,1AC,Premium Tatkal,KOAA,JU,2054-09-28,RAC,3,Adult,Mobile App,318,13,12,Superfast,22,Senior Citizen,Yes,0,Confirmed,False
PNR0000011229,68094,2055-05-31,3AC,Ladies,BCT,KOAA,2054-09-29,RAC,4,Adult,Counter,668,2,8,Shatabdi,461,No Special Consideration,No,0,Confirmed,False
PNR0000011230,32031,2055-06-01,1AC,General,MAS,JP,2054-09-30,RAC,1,Child,Counter,1069,13,46,Superfast,460,No Special Consideration,Yes,0,Confirmed,False
PNR0000011231,15903,2055-06-02,2AC,Tatkal,GKP,PNBE,2054-10-01,Waitlisted,5,Child,IRCTC Website,1311,7,6,Rajdhani,245,Senior Citizen,Yes,33,Not Confirmed,True
PNR0000011232,38528,2055-06-03,3AC,General,ASR,JHS,2054-10-02,RAC,1,Senior Citizen,Mobile App,931,12,22,Shatabdi,337,Defense Quota,No,0,Confirmed,False
PNR0000011233,45484,2055-06-04,Sleeper,Premium Tatkal,PNBE,KOAA,2054-10-03,RAC,5,Adult,Counter,630,13,13,Rajdhani,405,No Special Consideration,Yes,0,Confirmed,False
PNR0000011234,94755,2055-06-05,2AC,Premium Tatkal,KOAA,JP,2054-10-04,Waitlisted,4,Child,Counter,1105,19,25,Superfast,259,Senior Citizen,No,128,Not Confirmed,True
PNR0000011235,81352,2055-06-06,2AC,Tatkal,MMCT,PNBE,2054-10-05,RAC,5,Senior Citizen,Mobile App,62,17,47,Rajdhani,121,No Special Consideration,Yes,0,Confirmed,False
PNR0000011236,28163,2055-06-07,3AC,Tatkal,JHS,SBC,2054-10-06,Confirmed,5,Adult,Mobile App,1086,17,20,Express,99,Senior Citizen,No,0,Confirmed,False
PNR0000011237,39047,2055-06-08,2AC,Premium Tatkal,ASR,JHS,2054-10-07,RAC,5,Child,Mobile App,904,10,44,Shatabdi,149,Senior Citizen,Yes,0,Confirmed,False
PNR0000011238,41185,2055-06-09,1AC,General,CNB,JU,2054-10-08,Confirmed,3,Senior Citizen,Mobile App,385,5,20,Express,0,Defense Quota,No,0,Confirmed,False
PNR0000011239,45342,2055-06-10,2AC,Ladies,LKO,ADI,2054-10-09,RAC,1,Adult,IRCTC Website,1001,7,2,Express,291,Senior Citizen,Yes,0,Confirmed,False
PNR0000011240,67809,2055-06-11,1AC,Premium Tatkal,PNBE,LKO,2054-10-10,Waitlisted,3,Adult,IRCTC Website,1585,5,35,Shatabdi,414,Defense Quota,Yes,53,Not Confirmed,True
PNR0000011241,83700,2055-06-12,2AC,Ladies,NJP,LTT,2054-10-11,Waitlisted,4,Child,IRCTC Website,1384,9,28,Express,208,Senior Citizen,Yes,155,Not Confirmed,True
PNR0000011242,79202,2055-06-13,3AC,Ladies,PNBE,BCT,2054-10-12,RAC,4,Child,Counter,527,10,41,Rajdhani,291,No Special Consideration,Yes,0,Confirmed,False
PNR0000011243,23010,2055-06-14,2AC,Premium Tatkal,HWH,JP,2054-10-13,Confirmed,2,Child,IRCTC Website,50,5,4,Superfast,231,Senior Citizen,No,0,Confirmed,False
PNR0000011244,88972,2055-06-15,Sleeper,General,SC,SC,2054-10-14,Waitlisted,3,Senior Citizen,IRCTC Website,1809,13,4,Shatabdi,218,No Special Consideration,No,156,Not Confirmed,True
PNR0000011245,14809,2055-06-16,Sleeper,General,MMCT,BCT,2054-10-15,RAC,3,Senior Citizen,Counter,659,12,8,Superfast,372,Senior Citizen,Yes,0,Confirmed,False
